1	၁
မှတ်ဉာဏ်	မှတ်ဉာဏ်
tadpole	ဖားလောင်း
အချင်းဝက်	အချင်းဝက်
grape	စပျစ်သီး
uterus	သားအိမ်
lacquer	ဆွမ်းအုပ်
glass mosaic	မှန်စီရွှေချ
gong	ကြေးစည်
သရက်ရွက်	သရက်ရွက်
gaung baung	ခေါင်းပေါင်း
jacket	ထိုင်မသိမ်း
bodice	ရင်ခံ
jacket	တိုက်ပုံ
velvet	ကတ္တီပါ
turban	ဖော့လုံး
bean paste	ပုန်းရည်ကြီး
pagoda	စေတီ
pagoda	ပုထိုး
gateway	မုခ်
pandan	ဆွမ်းမွှေး
cadaver	ရုပ်ကလာပ်
obeisance	ကန်တော့
Shan	ရှမ်း
ဝန်ကြီးဌာန	ဝန်ကြီးဌာန
place	ဌာန
ကြွက်သား	ကြွက်သား
molecule	မော်လီကျူး
remain	ကြွင်း
remain	ကျန်
sequence	အစဉ်
sequence	အစီအလျဉ်
order	အမိန့်
order	အော်ဒါ
punishment	ဒဏ်
charm	အဆောင်
era	ခေတ်
epoch	ယုဂ်
paragraph	ပိုဒ်
rifle	ရိုင်ဖယ်
စက်သေနတ်	စက်သေနတ်
cannon	အမြောက်
cell	ကလာပ်စည်း
ဆင်းရဲ	ဆင်းရဲ
rich	ဌေး
rich	ကြွယ်
ghost	သရဲ
ghost	တစ္ဆေ
ghost	နာနာဘာဝ
လေသာခန်း	လေသာခန်း
အလင်းတန်း	အလင်းတန်း
ရောင်ခြည်	ရောင်ခြည်
light	အလင်း
ray	ခြည်
လိပ်ကျောက်	လိပ်ကျောက်
bandage	ပတ်တီး
dirt	အညစ်အကြေး
pyramid	ပိရမစ်
အရေးတော်ပုံ	အရေးတော်ပုံ
မြင်းခွာ	မြင်းခွာ
သံခွာ	သံခွာ
မြင်းသံခွာ	မြင်းသံခွာ
hoof	ခွာ
Olympics	အိုလံပစ်
ရူပကအလင်္ကာ	ရူပကအလင်္ကာ
sieve	ဆန်ခါ
နားကြပ်	နားကြပ်
ဂြိုဟ်တု	ဂြိုဟ်တု
fear	ဘယာ
လောင်စာ	လောင်စာ
ဓားပြ	ဓားပြ
မြေဩဇာ	မြေဩဇာ
galaxy	ဂယ်လက်ဆီ
spear	လှံ
heat	တေဇော
justice	သမာသမတ်
defense	ကာကွယ်ရေး
ရက်သတ္တပတ်	ရက်သတ္တပတ်
moon	သော်တာ
moon	သီတဂူ
တေးသွား	တေးသွား
liquid	အရည်
article	ဆောင်းပါး
လုပ်ငန်း	လုပ်ငန်း
bureau	ဗျူရို
research	သုတေသန
researcher	သုတေသီ
architect	ဗိသုကာ
shade	ဆာယာ
ဇာတ်ဆောင်	ဇာတ်ဆောင်
ပန်းချီဆရာ	ပန်းချီဆရာ
Rubik's cube	ရုဘစ် ကုဗတုံး
စစ်သား	စစ်သား
သူရဲ	သူရဲ
copper	ကြေး
စာရင်းကိုင်ပညာ	စာရင်းကိုင်ပညာ
ပြစ်မှု	ပြစ်မှု
soup	စွပ်ပြုတ်
anusvara	အောက်မြစ်
နှုတ်သီး	နှုတ်သီး
body	ကိုယ်
body	ကာယ
body	ခန္ဓာ
ခြေစွပ်	ခြေစွပ်
reply	ပြန်ကြား
ရေငွေ့	ရေငွေ့
vapour	အငွေ့
matter	ဒြပ်
ပြန်ကြားရေး	ပြန်ကြားရေး
jackfruit	ပိန္နဲ
ferry	ကူးတို့
ferry	ကူးတို့ဆိပ်
feeling	ဝေဒနာ
လူဦးရေ	လူဦးရေ
စာလုံးပေါင်းသတ်ပုံ	စာလုံးပေါင်းသတ်ပုံ
dirty	ညစ်
branch	အကိုင်း
branch	အလက်
tyre	တာယာ
raincoat	မိုးကာအင်္ကျီ
ရွှံ့ပွက်	ရွှံ့ပွက်
hardy	ကျန်း
strong	ပြင်း
strong	ဗလဝ
equator	အီကွေတာ
ဆောင်တူမေးနှင့် ပရင်စီပီ	ဆောင်တူမေးနှင့် ပရင်စီပီ
ဒိုမီနီကန်သမ္မတ	ဒိုမီနီကန်သမ္မတ
Fiji	ဖီဂျီ
robber	ပြင်းဟုပ်
stool	ဘင်
တောခွေး	တောခွေး
ညနေခင်း	ညနေခင်း
ဒြပ်စင်	ဒြပ်စင်
Latin	လက်တင်
late	နှောင်း
အချုပ်ခန်း	အချုပ်ခန်း
pimple	ဝက်ခြံ
သံတမန်	သံတမန်
high	စွင့်
give birth	ဖွား
give birth	မွေး
ညှပ်ဖိနပ်	ညှပ်ဖိနပ်
cotton wool	ဂွမ်း
courier	တမန်
angel	ကောင်းကင်တမန်
အသွားအလာ	အသွားအလာ
seek	ရှာ
queen	စစ်ကဲ
king	မင်းကြီး
plastic	ပလတ်စတစ်
calendar	ပြက္ခဒိန်
living being	သတ္တဝါ
danger	အန္တရာယ်
audience	ပရိသတ်
ကျောက်ဂွမ်း	ကျောက်ဂွမ်း
sea horse	ရေနဂါး
diary	ဒိုင်ယာရီ
လေလည်	လေလည်
လေစုန်	လေစုန်
အီးပေါက်	အီးပေါက်
လေချဉ်တက်	လေချဉ်တက်
စားချဉ့်ပြန်	စားချဉ့်ပြန်
စားပွဲထိုး	စားပွဲထိုး
appearance	ရူပ
form	သရုပ်
number	ကိန်း
enact	ပြဌာန်း
power	ဘုန်း
anthropology	မနုဿဗေဒ
botany	ရုက္ခဗေဒ
astronomy	နက္ခတ္တဗေဒ
biochemistry	ဇီဝဓာတုဗေဒ
biology	ဇီဝဗေဒ
ဂေဟဗေဒ	ဂေဟဗေဒ
ဘောဂဗေဒ	ဘောဂဗေဒ
entomology	ကိမိလဗေဒ
geology	ဘူမိဗေဒ
geography	ပထဝီဝင်
humanities	ဝိဇ္ဇာပညာ
hydrology	ဇလဗေဒ
logic	တက္ကဗေဒ
microbiology	အဏုဇီဝဗေဒ
သိပ္ပံဘွဲ့	သိပ္ပံဘွဲ့
ဝိဇ္ဇာဘွဲ့	ဝိဇ္ဇာဘွဲ့
ပထမဘွဲ့	ပထမဘွဲ့
မဟာဘွဲ့	မဟာဘွဲ့
ပါရဂူဘွဲ့	ပါရဂူဘွဲ့
မဟာသိပ္ပံဘွဲ့	မဟာသိပ္ပံဘွဲ့
မဟာဝိဇ္ဇာဘွဲ့	မဟာဝိဇ္ဇာဘွဲ့
professor	ပါမောက္ခ
Solar System	နေစကြဝဠာ
universe	စကြဝဠာ
food	အာဟာရ
အာဟာရဗေဒ	အာဟာရဗေဒ
communique	သဝဏ်လွှာ
sugar apple	ဩဇာ
Himalayas	ဟိမဝန္တာ
partiality	အဂတိ
မူလတန်း	မူလတန်း
disabled	ဒုက္ခိတ
gas station	စက်သုံးဆီဆိုင်
gas station	ဓာတ်ဆီဆိုင်
fragrance	ရနံ့
fragrance	အမွှေး
scent	ရေမွှေး
peck	ဆွပ်
gnaw	တွပ်
direction	အလား
prop up	ထောက်
support	ထောက်ခံ
supermarket	စူပါမားကတ်
disciple	သာဝက
hunger	အငတ်
အမျိုးဇာတ်	အမျိုးဇာတ်
အမျိုးအနွယ်	အမျိုးအနွယ်
lineage	အနွယ်
ဖြား	ဖြားယောင်း
သစ္စာဖောက်	သစ္စာဖောက်
truth	သစ္စာ
အတွင်းခံ	အတွင်းခံ
law	နိယာမ
salty	ငန်
interview	အင်တာဗျူး
စုံစမ်း	စုံစမ်း
ထွက်ပြေး	ထွက်ပြေး
လိုက်ပြေး	လိုက်ပြေး
festival	ပွဲ
spire	ပြာသာဒ်
funeral	အသုဘ
halva	ဟလဝါ
ရှူရှိုက်	ရှူရှိုက်
breathe	ရှိုက်
colon	အူမကြီး
mouth	နှုတ်
swell	ရောင်
smooth	မွတ်
freeze	ခဲ
leg	အပေါင်
blossom	အပွင့်
rope	လွန်
watery	ကျဲ
နှင်းခဲ	နှင်းခဲ
victory	ဇေယျ
vermicelli	ကြာဆံ
strength	ဗလ
commander	ဗိုလ်
gland	ဂလင်း
ရှည်မျော	ရှည်မျော
အသည်းနှလုံး	အသည်းနှလုံး
သည်မှာ	သည်မှာ
မည်သူ	မည်သူ
အမျိုးသမီး	အမျိုးသမီး
မည်သည်	မည်သည်
sharp	ချွန်ထက်
မဲပေး	မဲပေး
vote	မဲ
visit	အိမ်လည်
speak	မြွက်
လေထိုးတံ	လေထိုးတံ
slice	အချပ်
အနားယူ	အနားယူ
recess	အနား
pace	အလှမ်း
Slavic	ဆလဗ
finances	ဘဏ္ဍာ
introduction	နိဒါန်း
table of contents	မာတိကာ
ရေတပ်	ရေတပ်
foam	အမြှုပ်
enterprise	စီးပွား
စီးပွားရေးသမား	စီးပွားရေးသမား
ကုန်သည်	ကုန်သည်
goods	ကုန်
pavilion	မဏ္ဍပ်
humour	ဟာသ
hump	လပို့
moral	သီလ
kulfi	ကူဖီ
magnitude	ပမာဏ
there	ထိုမှာ
ပြသ	ပြသ
show	ပြ
pornographic film	အပြာကား
နိုင်ငံခြား	နိုင်ငံခြား
list	စာရင်း
ပက်ကျိ	ပက်ကျိ
personal	ပုဂ္ဂလိက
always	ထာဝရ
steal	ခိုး
steal	ဗုန်း
cover	အဖုံး
slime	အချွဲ
နိုင်ငံတော်သီချင်း	နိုင်ငံတော်သီချင်း
rice	ကောက်
အမျိုးသားသီချင်း	အမျိုးသားသီချင်း
သံလမ်းရထား	သံလမ်းရထား
knowledge	ဝိဇ္ဇာ
whisper	တီးတိုးပြော
သိုးမွေး	သိုးမွေး
ကုန်စည်	ကုန်စည်
philosophy	ဒဿနိကဗေဒ
philosophy	ဒဿနဗေဒ
သူလျှို	သူလျှို
wave	တံပိုး
house lizard	အိမ်မြှောင်
rainy season	မိုးရာသီ
ဆေးပေါ့လိပ်	ဆေးပေါ့လိပ်
ဆေးပြင်းလိပ်	ဆေးပြင်းလိပ်
spade	ဂေါ်
move	ကူးပြောင်း
လှုပ်ရှား	လှုပ်ရှား
starve	ငတ်
quart	ကွတ်
မြက်ခင်း	မြက်ခင်း
chrysanthemum	ဂန္ဒမာ
south	ဒက္ခိဏ
north	ဥတ္တရ
မြေပြန့်	မြေပြန့်
ore	သတ္တုရိုင်း
uncooked rice	ဆန်
မင်းသား	မင်းသား
or	သို့မဟုတ်
Charles	ချားလ်
gecko	တောက်တဲ့
plum	ဇီးသီ
part of speech	ဝါစင်္ဂ
တရားစွဲ	တရားစွဲ
orange	လိမ္မော်
whistle	ဝီစီ
dictator	သက်ဦးဆံပိုင်
hexagon	ဆက္ကဂံ
ရေသူမ	ရေသူမ
intellect	ဉာဏ်
မျိုးစု	မျိုးစု
kite	စွန်
squirrel	ရှဉ့်
ဝမ်းကျ	ဝမ်းကျ
group	ဂိုဏ်း
prisoner	ထောင်သား
etymology	ဗျုပ္ပတ်
ငွေသား	ငွေသား
ဒြပ်ထု	ဒြပ်ထု
beginning	အစ
ခုံရှည်	ခုံရှည်
ခုံတန်းလျား	ခုံတန်းလျား
gem	ရတနာ
speed	အရှိန်
pressure	ဖိအား
လူစုလူဝေး	လူစုလူဝေး
segment	အမြွှာ
ဖန်တီး	ဖန်တီး
synonym	ပရိယာယ်
wed	လက်ထပ်
daughter-in-law	ချွေးမ
splendour	မျှို့
celebrity	အကျော်
အကျော်ဇေယျ	အကျော်ဇေယျ
prestige	ဂုဏ်
twig	တံပူ
twig	ဒန်ပူ
fisherman	တံငါ
ruby	ပတ္တမြား
mercury	ပြဒါး
camphor	ပရုတ်
rebel	ပုန်ကန်
messenger	ပြာတာ
fireworks	မီးပန်း
hornet	ပျားတူ
brahmin	ပုဏ္ဏား
cradle	ပုခက်
pencil	ကံ့ကူတံ
maize	ပြောင်းဖူး
ညီမျှခြင်း	ညီမျှခြင်း
နှာမောင်း	နှာမောင်း
ပင်စည်	ပင်စည်
casino	ကက်စီနို
ditch	မြောင်း
canal	တူးမြောင်း
virus	ဗိုင်းရပ်စ်
လိမ်းဆေး	လိမ်းဆေး
apply	လိမ်း
ဆင်စွယ်	ဆင်စွယ်
copy	မိတ္တူ
copy	ကော်ပီ
design	ဒီဇိုင်း
ပုဒ်ကလေး	ပုဒ်ကလေး
စိုထိုင်း	စိုထိုင်း
plough	ထယ်
ကောင်စစ်ဝန်ရုံး	ကောင်စစ်ဝန်ရုံး
burden	ဝန်
duty	တာဝန်
consul	ကောင်စစ်ဝန်
ကိုရမ်ကျမ်း	ကိုရမ်ကျမ်း
ခံယူချက်	ခံယူချက်
wish	အလို
vulture	လင်းတ
မျိုးဆက်	မျိုးဆက်
subject	ကတ္တား
upper	အထက်
past	အတိတ်
hut	တဲ
tendon	အရွတ်
ကိုယ်စားလှယ်	ကိုယ်စားလှယ်
လက်သည်းကွင်း	လက်သည်းကွင်း
violent	သည်း
ပင်လယ်ဓားပြ	ပင်လယ်ဓားပြ
buckle	ထိကပေါက်
motel	မိုတယ်
idea	အိုင်ဒီယာ
လူမျိုးရေးဝါဒ	လူမျိုးရေးဝါဒ
rooster	ကြက်ဖ
hen	ကြက်မ
male	အဖို
male	အထီး
ရာဇဝတ်ကောင်	ရာဇဝတ်ကောင်
lawyer	ရှေ့နေ
length	အလျား
zipper	ဇစ်
couple	လင်မယား
Rohingya	ရိုဟင်ဂျာ
ရင်ပြင်	ရင်ပြင်
အတွင်းရန်	အတွင်းရန်
ရွှေဖြူ	ရွှေဖြူ
behavior	အပြုအမူ
manner	အချိုး
ဓာတ်ခဲ	ဓာတ်ခဲ
ဓာတ်အို	ဓာတ်အိုး
email	အီးမေးလ်
သတ္တုစပ်	သတ္တုစပ်
ကြေးဝါ	ကြေးဝါ
ဗိုလ်မှူး	ဗိုလ်မှူး
sergeant	ဆာဂျင်
သိုးအုပ်	သိုးအုပ်
ထုတ်ကုန်	ထုတ်ကုန်
မြှောက်ရကိန်း	မြှောက်ရကိန်း
raise	မြှောက်
difference	ခြားနားချက်
paragraph	အပိုဒ်
voltage	ဗို့အား
volt	ဗို့
kilogram	ကီလိုဂရမ်
promise	ဝန်ခံ
promise	အာမခံ
လေချွန်	လေချွန်
ခြတောင်ပို့	ခြတောင်ပို့
termite	ခြ
karma	ကြမ္မာ
ကမ္ဘာလုံးခြမ်း	ကမ္ဘာလုံးခြမ်း
halve	ခြမ်း
နေ့စွဲ	နေ့စွဲ
သူပုန်	သူပုန်
sledge	စွတ်ဖါး
automation	အော်တိုမေးရှင်း
shark	ငါးမန်း
Karen	ကရင်
provision	ရိက္ခာ
provision	ရိက္ခါ
ာ	ဝိုက်ချ
ါ	မောက်ချ
ါ	ရေးချ
U-turn	ဂငယ်ကွေ့
yogi	ဇော်ဂျီ
equipment	အဆောက်အဦ
topic	အကြောင်း
bedroll	အိပ်ရာလိပ်
boil	ပြုတ်
onion top	ကြက်သွန်မြိတ်
Elizabeth	အဲလစ်ဇဘက်
Jack	ဂျက်
auntie	အန်တီ
disco	ဒစ္စကို
Michael	မိုက်ကယ်
Diana	ဒိုင်ယာနာ
George	ဂျော့ခ်ျ
rum	ရမ်
Johnny	ဂျော်နီ
make-up	မိတ်ကပ်
money	ကြေးငွေ
packet	လက်ဖက်ထုပ်
မြို့	ဗန်းမော်
covet	မက်
millet	ပြောင်း
price	အဖိုး
to	အဖို့
reveal	ဖော်
ogre	ဘီလူး
restaurant	ထမင်းဆိုင်
different	ခြားနား
တွေ့	တွေ့ရတာ ဝမ်းသာပါတယ်
စားပြီးပြီလား	စားပြီးပြီလား
diglossic	-များ
shave	ရိတ်
harvest	ရိတ်သိမ်း
mat	ဖျာ
name	ပညတ်
forbid	တား
lead	သလွဲ
tin	သံဖြူ
claw	စွန်ကုပ်
bell	ခေါင်းလောင်း
diaper	အနှီး
underground	မြေအောက်
subway	မြေအောက်မီးရထား
license	လိုင်စင်
driver's license	ယာဉ်မောင်းလိုင်စင်
net	ကွန်
scabbard	ဓားအိမ်
whirlwind	လေကတော့
funnel	ကတော့
whirlwind	လေပွေ
eddy	ရေကတော့
snowflake	နှင်းပွင့်
enclosure	ဝင်း
international	နိုင်ငံတကာ
every	တကာ
wart	ကြွက်နို့
bathe	ရေချိုး
nature	သဘော
guess	အထင်
rust	သံချေး
phlegm	သလိပ်
dial	ဒိုင်ခွက်
author	စာရေးဆရာ
overcoat	လောင်းကုတ်အင်္ကျီ
ganja	ဂန်ဂျာ
telegram	သံကြိုးစာ
budget	ဘတ်ဂျက်
family	ဝံသ
mantra	မန္တန်
umbilical cord	ချက်ကြိုး
tourist	ကမ္ဘာလှည့်ခရီးသည်
chairperson	သဘာပတိ
chairperson	ဥက္ကဋ္ဌ
toothpick	သွားကြားထိုးတံ
virtue	ပါရမီ
volition	စေတနာ
seed	ဗီဇ
second	ဒုတိယ
third	တတိယ
mine	မိုင်း
script	ဇာတ်ညွှန်း
power	အာနုဘော်
မြို့	ဟာနွိုင်း
uncle	အန်ကယ်
Russian Federation	ရုရှားဖယ်ဒရေးရှင်း
sewing machine	အပ်ချုပ်စက်
engine	စက်ခေါင်း
police station	ရဲစခန်း
record	ဓာတ်ပြား
tile	အုတ်ကြွပ်
crisp	ကြွပ်
ornithology	သကုဏဗေဒ
physiology	ဇီဝကမ္မဗေဒ
ရောဂါဗေဒ	ရောဂါဗေဒ
marry	စုံဖက်
example	ပြယုဂ်
land	ကုန်း
harp	စောင်း
point	ပွိုင့်
zoo	တိရစ္ဆာန်ဥယျာဉ်
wise man	ပဏ္ဍိတ
yak	စာမရီ
ceremony	အခမ်းအနား
reptile	တွားသွားကောင်
mammal	နို့တိုက်သတ္တဝါ
sharp	ထက်
Eurasia	ယူရေးရှား
keema	ကီးမား
hero	လူစွမ်းကောင်း
citizenship	နိုင်ငံသားအဖြစ်
temporary	ယာယီ
spring	ဝသန္တ
crossbow	ဒူးလေး
tenth	ဒသမ
Indochina	အင်ဒိုချိုင်းနား
empire	အင်ပါယာ
cicada	ပုစဉ်းရင်ကွဲ
menu	မီနူး
Confucius	ကွန်ဖြူးရှပ်
Parsi	ပသီ
sherbet	ရှလပတ်ရည်
yoga	ယောဂ
compass	ကွန်ပါ
project	ပရိုဂျက်
plum	မရန်း
iconography	မုဒြာ
tick	မွှား
lion	သီဟ
king	ရာဇာ
title	ဗညား
womanly virtues	ကလျာ
river	နဒီ
winter	ဟေမန်
prosody	အလင်္ကာ
queen	ဧကရီ
style	ဝတီ
splendour	သီရိ
sapphire	နီလာ
boxwood	ယုဇန
gold	သိင်္ဂီ
rocket	ဒုံး
promise	ကတိ
satellite	အရံဂြိုဟ်
years	သိက္ခါ
ဂုဏ်သိက္ခါ	ဂုဏ်သိက္ခာ
queen	မဟေသီ
toenail	ခြေသည်း
monastery	အာရာမ
chromium	ခရိုမီယမ်
cobalt	ကိုဘော့
Brahminy duck	ဟင်္သာ
marionette	ရုပ်သေး
chain mail	သံချပ်
xylophone	ပတ္တလား
chthonic	ဘုမ္မစိုး
aluminium	အလူမီနီယမ်
zinc	ဇင့်ခ်
plutonium	ပလူတိုနီယမ်
poet	စာဆို
Burmese measurement	ကျပ်သား
Burmese measurement	ပိဿာ
gem	မဏိ
steel	သံမဏိ
bibliography	ဂန္ထဗေဒ
psychology	စိတ္တဗေဒ
စိတ်ပညာ	စိတ်ပညာ
commerce	ဝါဏိဇ္ဇဗေဒ
mineralogy	သတ္တုဗေဒ
oceanography	အဏ္ဏဝါဗေဒ
ကာယပညာ	ကာယပညာ
ဂီတပညာ	ဂီတပညာ
လိင်ပညာ	လိင်ပညာ
ဥပဒေပညာ	ဥပဒေပညာ
မဟာဂီတ	မဟာဂီတ
မဟာမိတ်	မဟာမိတ်
မိတ်သင်္ဂဟ	မိတ်သင်္ဂဟ
friend	သင်္ဂဟ
Sita	သီတာ
ယုတ္တိဗေဒ	ယုတ္တိဗေဒ
ခန္ဓာဗေဒ	ခန္ဓာဗေဒ
စကြဝဠာဗေဒ	စကြာဝဠာဗေဒ
credibility	ယုတ္တိ
European Union	ဥရောပသမဂ္ဂ
classic	ဂန္ထဝင်
chronicle	ရာဇဝင်
orchid	သဇင်
dawn	အရုဏ်
life	ဇီဝ
lifecycle	ဇီဝစက်
ဘူမိရူပဗေဒ	ဘူမိရူပဗေဒ
paleontology	နိခါတကဗေဒ
zoology	သတ္တဗေဒ
philosophy	သဘာဝတ္ထဗေဒ
phonetics	သဒ္ဒဗေဒ
ရူပနက္ခတ္တဗေဒ	ရူပနက္ခတ္တဗေဒ
philology	ဝေါဟာရဗေဒ
psephology	ဝရဏဗေဒ
embryology	သန္ဓေဗေဒ
British	ဗြိတိသျှ
Victoria	ဝိတိုရိယ
mangrove	လမု
soy sauce	ပဲငံပြာရည်
stupa	ထူပါ
hermaphrodite	ဒွိလိင်
regional	ဒေသန္တရ
island	ဒီပါ
section	ကဏ္ဍ
river	ဂင်္ဂါ
မဲဆန္ဒနယ်	မဲဆန္ဒနယ်
မဲဆန္ဒရှင်	မဲဆန္ဒရှင်
မဲဆန္ဒ	မဲဆန္ဒ
ကုသိုလ်ရှင်	ကုသိုလ်ရှင်
စေတနာရှင်	စေတနာရှင်
တေးသံရှင်	တေးသံရှင်
merit	ကုသိုလ်
ဓနရှင်	ဓနရှင်
ကယ်တင်ရှင်	ကယ်တင်ရှင်
ပညာရှင်	ပညာရှင်
ပိုင်ရှင်	ပိုင်ရှင်
ကျေးဇူးရှင်	ကျေးဇူးရှင်
သီလရှင်	သီလရှင်
အစုရှင်	အစုရှင်
အလုပ်ရှင်	အလုပ်ရှင်
အလှူရှင်	အလှူရှင်
အသိပညာရှင်	အသိပညာရှင်
brother-in-law	ယောက်ဖ
sister-in-law	ယောက်မ
elder brother	နောင်
elder brother	အစ်ကို
younger sister	နှမ
uncle	ဘကြီး
uncle	ဘလေး
uncle	ဘထွေး
aunt	အရီးကြီး
aunt	အရီးလေး
uncle	ဦးကြီး
uncle	ဦးလေး
aunt	ဒေါ်လေး
aunt	ဒေါ်ကြီး
aunt	အရီး
sister-in-law	မရီး
sister-in-law	ခယ်မ
brother-in-law	ခဲအို
son-in-law	သမက်
father-in-law	ယောက္ခထီး
mother-in-law	ယောက္ခမ
sputnik	စပွတ်နစ်
coconut candy	အုန်းမှန်ကူ
lord	အသျှင်
title	ဒူးဝါး
title	မန်း
mother	မိ
title	စိုင်း
title	ဆလိုင်း
title	သျှင်
title	သမိန်
bureau	ဗီရို
Bengali	ဘင်္ဂါလီ
ape	လူဝံ
coconut	အုန်း
tendril	ညွန့်
committee	ကော်မတီ
secretary	စက္ကရီတေရီ
go down	ဆင်း
princess	မင်းသမီး
tired	မော
choose	ရွေး
witchcraft	ပယောဂ
Britain	ဗြိတိန်
topknot	သျှောင်
dough	မုန့်ညက်
fry	ကြော်
sweetness	အချို
dessert	အချိုပွဲ
engineer	အင်ဂျင်နီယာ
district	ခရိုင်
request	တိုင်
subject	အစီရင်ခံ
plan	အစီရင်
report	အစီရင်ခံစာ
report	သတင်းပို့
rare	ရှား
expensive	ကြေးကြီး
expensive	အဖိုးကြီး
cheap	သက်သာ
depend	အားကိုး
credit	အကြွေး
card	ကတ်ပြား
soup	ဟင်းခါး
mix	သုပ်
ginger salad	ချင်းသုပ်
noodle salad	ခေါက်ဆွဲသုပ်
rice noodle	ကတ်ကြေးကိုက်
noodle salad	လက်သုပ်စုံ
noodle salad	နန်းကြီးသုပ်
rice noodle	နန်းကြီး
noodle soup	အုန်းနို့ခေါက်ဆွဲ
coconut milk	အုန်းနို့
sago	ရွှေရင်အေး
hilsa curry	ငါးသလောက်ပေါင်း
noodle soup	ကြေးအိုး
onion	ဆီချက်
fried rice	ထမင်းကြော်
noodles	ပန်းသေးခေါက်ဆွဲ
noodles	ဆီချက်ခေါက်ဆွဲ
offal skewer	ဝက်သားတုတ်ထိုး
butter	ထောပတ်ထမင်း
samosa salad	စမူဆာသုပ်
sour soup	သီးစုံချဉ်ရည်
fermented rice	ထမင်းချဉ်
how many	မည်ရွေ့မည်မျှ
fermented	လက်ဖက်သုပ်
how many	ဘယ်နှ
papaya salad	သင်္ဘောသီးသုပ်
rice noodle	ရှမ်းခေါက်ဆွဲ
minced pork	ဝက်သားချဉ်
pork	ဝက်သားမျှစ်ချဉ်
rice dish	သင်္ကြန်ထမင်း
banana pudding	ငှက်ပျောပေါင်း
durian jam	ဒူးရင်းယို
fig jam	ကတွတ်ယို
fish fillet	ငါးပေါင်းထုပ်
rice noodle	မုန့်တီ
ngapi	ငါးပိထောင်း
glutinous rice	ဆီထမင်း
noodle	ရွှေတောင်ခေါက်ဆွဲ
mooncake	လမုန့်
pudding	ထိုးမုန့်
fish cracker	ငါးမုန့်
pancake	ဘိန်းမုန့်
pudding	မုန့်ကျွဲသည်း
opium	ဘိန်း
have sex	လိင်ဆက်ဆံ
relationship	ဆက်ဆံ
join	ဆက်
defend	ကာကွယ်
glutinous rice dumpling	မုန့်လုံးရေပေါ်
Persia	ပါရှား
menstruation	ဓမ္မတာ
menstruate	ဓမ္မတာလာ
menses	မီးယပ်
existence	ပဋိသန္ဓေ
pregnant	ဗိုက်ကြီး
pregnant	ကိုယ်ဝန်ရှိ
pregnant	ကိုယ်ဝန်ဆောင်
pregnancy	ကိုယ်ဝန်
pregnancy	ဓမ္မတာဝန်
pregnancy	ဓမ္မတာကာလ
fourth	စတုတ္ထ
fifth	ပဉ္စမ
sixth	ဆဋ္ဌမ
seventh	သတ္တမ
eighth	အဋ္ဌမ
ninth	နဝမ
euro	ယူရို
fishing rod	ငါးမျှားတံ
lace	ဇာ
mint	ပူဒီနာ
brothers	ညီနောင်
brothers	ညီအစ်ကို
sisters	ညီအစ်မ
siblings	မောင်နှမ
elder sister	အစ်မ
colony	ကိုလိုနီ
power	ပါဝါ
parliament	ပါလီမန်
lettuce	ဆလတ်
tender	တင်ဒါ
pudding	ပူတင်း
lime	သံပရာ
gift	လက်ဆောင်
right	သာဓု
particle	အမှုန်
particle	အမှုန်အမွှား
carpenter	လက်သမား
teacher	ဆရာသမား
green tea	လက်ဖက်ခြောက်
cinnamon	သစ်ကြံပိုး
basil	ပင်စိမ်းမွှေး
basil	ပင်စိမ်း
coriander	နံနံ
Chinese celery	တရုတ်နံနံ
chayote	ဂေါ်ရခါးသီး
Gurkha	ဂေါ်ရခါး
eggplant	ခရမ်းသီး
sugar apple	ဩဇာသီး
cockscomb	ကြက်မောက်
rambutan	ကြက်မောက်သီး
roselle	ချဉ်ပေါင်
calabash	ဘူးသီး
lemongrass	စပါးလင်
drumstick tree	ဒန့်သလွန်
monosodium glutamate	အချိုမှုန့်
bok choy	မုန်ညင်းဖြူ
okra	ရုံးပတီ
pomelo	ကျွဲကော
sea salt	ပင်လယ်ဆား
sesame seed	နှမ်းစေ့
chat	အာလူးဖုတ်
chat	အာရိုက်
genitalia	စောက်
ဖင်လျက်	ဖင်လျက်
good-for-nothing	ချေးထုပ်
pervert	နှာဘူး
chat	လေဖုတ်
handrail	နရန်း
railing	လက်ရန်း
railing	လက်တန်း
sleep	ကျိန်း
die	နတ်ရွာစံ
die	ပျံတော်မူ
shave	ဆံတော်ချ
disciple	တပည့်တော်
female disciple	တပည့်တော်မ
college	ကောလိပ်
variety	ပဒေသာ
cornucopia	ပဒေသာပင်
eggplant	ခရမ်း
ribbon	ဖဲကြိုး
wedge	သပ်
lava	ချော်
dragon fruit	နဂါးမောက်
dragon fruit	နဂါးမောက်သီး
မီးသီး	မီးသီး
gown	ဝတ်လုံ
shawl	တဘက်
Sanskrit	သက္ကတ
use	သုံးဆောင်
eat	ဘုဉ်းပေး
invite	ပင့်
invite	ဖိတ်
come	ကြွ
yes	တင်ပါ့ဘုရား
yes	မှန်ပါ့ဘုရား
monk	ဦးပဉ္စင်း
teaching	သာသနာ
teaching	ဗုဒ္ဓသာသနာ
status	ဆင့်
refrain	ပယ်ရှား
Shan	သျှမ်း
frangipani	တရုတ်စံကား
lychee	တရုတ်ဆီးသီး
loquat	တရုတ်နှင်းသီး
Kachin	ကချင်
