dictionary	woordenboek
cloth	theedoek
concussion	hersenschudding
ice shelf	ijsplateau
scarecrow	vogelverschrikker
counterpart	gesprekspartner
Avestan	Avestisch
business partner	zakenpartner
wagerer	wedder
colourless	kleurloos
composing	compositorisch
procreation	procreatie
attentive	aandachtig
cannonball	bommetje
water tower	watertoren
Javan	Javaans
pharmacological	farmacologisch
pneumonia	longontsteking
paternal	vaderlijk
coincide	coïncideren
lemon balm	citroenmelisse
electromagnetic	elektromagnetisch
magnetic	magnetisch
pinecone	pijnappel
magnetism	magnetisme
mud fight	moddergevecht
Germanic	germanist
saddle	zadelen
anthrax	miltvuur
coward	schijtlijster
disappoint	tegenvaller
joint	jonko
Amsterdam	Damsko
seagull	kokmeeuw
Caspian Sea	Kaspische Zee
glycogen	glycogeen
great-aunt	oudtante
Canadian	Canadees
Phylloscopus collybita	tjiftjaf
storax	styrax
foremast	fokkenmast
oncologist	oncoloog
cave in	afkalven
preparation	bereiding
house	huisvesten
nicknamed	bijgenaamd
across	overheen
authority	autoriteit
go up	opgaan
porcelain	porselein
identify	identificeren
precursor	voorloper
feed	ingeven
remember	aandenken
look	opkijken
initiative	initiatief
forearm	onderarm
Olympic Winter Games	Olympische Winterspelen
Karelia	Karelië
close	sluiter
project	projecteren
handcuff	handboei
heterogeneous	heterogeen
great-uncle	oudoom
suicidal	suïcidaal
misdeed	wandaad
instability	instabiliteit
candidacy	kandidatuur
coming into force	inwerkingtreding
massive	massaal
location	locatie
alternating	afwisselend
headquarters	hoofdkwartier
come together	samenkomen
presiding	presiderend
exclusive	exclusief
procure	verstrekken
dispersal	spreiding
centralization	centralisatie
demonstrator	betoger
concentration	concentratie
finance	financieren
raindrop	regendruppel
Cynicism	cynisme
lodge	herbergen
office	secretariaat
collectivism	collectivisme
steam locomotive	stoomlocomotief
favourite	favoriet
comforter	fopspeen
anxiety	bezorgdheid
decentralize	decentraliseren
centralize	centraliseren
divert	uitwijken
snail's pace	slakkengang
thrombocytopenia	trombocytopenie
plenary	plenair
meeting	zitting
administrative	administratief
commissioner	commissaris
urban	stedelijk
provision of	dienstverlening
concentrate	concentreren
footprint	voetafdruk
cover	overdekken
withdraw	onttrekken
visual	visueel
facility	faciliteit
emblem	embleem
founder	grondlegger
detailed	gedetailleerd
turn	eeuwwende
seismograph	seismograaf
bacterial	bacterieel
flash	bliksemen
sneaky	geniepig
flikker op	flikker op
dickhead	paardenlul
shepherdess	herderin
church play	kerkstuk
ominous	onheilspellend
desperate	vertwijfeld
slutty	sletterig
frivolous	frivool
damned	verrekt
unthinkingly	klakkeloos
immoderate	mateloos
fictional	fictief
Hellenic	Helleens
substantive	inhoudelijk
Athenian	Atheens
inclined	gezind
before	voordat
overt	onverholen
himself	hijzelf
document	documenteren
biographical	biografisch
hand down	overleveren
perspicacious	scherpzinnig
conjecture	speculatie
troglodyte	holbewoner
garlic	knoflook
current	lopend
melancholic	melancholiek
manual	manueel
generate	genereren
three-dimensional	driedimensionaal
Dutch sign language	NGT
sign language	VGT
universal	universeel
regional	regionaal
oppression	verdrukking
combine	combineren
wat is dat	wasda
eenentwintigste	21e
eenentwintigste	21ste
concise	beknopt
memorize	memoriseren
accurate	accuraat
persevere	doorzetten
pass	aanreiken
estate	boedel
noble	adellijk
learn	aanleren
implant	implantaat
acquisition	verwerving
auditory	auditief
Benedictine	benedictijner
truly	waarlijk
hereditary	erfelijk
deafness	doofheid
sociolinguistic	sociolinguïstisch
school	dovenschool
reverse	omgekeerd
designation	denominatie
caning	stokhaver
jailer	stokbewaarder
inhabitant	Brusselaar
half brother	halfbroer
son	stiefbroer
fat clay	bool
mongoose	mangoeste
completion	afwerking
chast	kuise
lawbreaker	wetsbreker
handicapped	gehandicapte
dynastic	dynastiek
dictatorship	dictatuur
Caribbean	Caraïbisch
Caribbean	Caribisch
Kurdistan	Koerdistan
plumage	pluimage
power	mogendheid
pre-Columbian	precolumbiaans
revolutionary	revolutionair
failed	mislukt
loyal servant	getrouwe
destroyed	vernietigd
as well as	als ook
cassowary	kasuaris
arthropod	geleedpotige
loincloth	lendendoek
cassava	cassave
calabash	kalebas
cover	afdekken
belligerent	oorlogvoerend
rich	rijke
John Q. Public	Jan Modaal
undisputed	onbetwist
arsenic	arsenicum
zircon	zirkoon
antimony	antimonium
lanthanum	lanthaan
pair	tweeling
field	grasveld
original	origineel
jade	jaden
casting	gieting
carillon	beiaard
foundry	gieterij
violinist	violiste
always	altoos
obedient	volgzaam
consciousness	bewustheid
understanding	verstandigheid
caution	voorzichtigheid
alphorn	alpenhoorn
ideal state	heilstaat
king penguin	koningspinguïn
gentoo penguin	ezelspinguïn
emperor penguin	keizerspinguïn
sociologes	sociologen
incompatible	onverenigbaar
rock	rotsvast
indissoluble	onlosmakelijk
alliance	verbond
follower	volgeling
profound	diepgaand
greedy	hebzuchtig
gold rush	goldrush
cloth upper garment	bovenkleed
drummer	trommelaar
cabin-boy	zwabbergast
tot straks	tot straks
escort	geleiden
elastic	elastisch
indifferent	onverschillig
for days	dagenlang
divinity	goddelijkheid
universe	heelal
automatically	vanzelf
octave	octaaf
divisible	deelbaar
Faroe Islands	Faeröer
Northern Territory	Noordelijk Territorium
activate	activeren
distribution	distributie
bed	rukbunker
asteroid	planetoïde
pirate	zeerover
Assamese	Assamitisch
tapestry	wandtapijt
sea urchin	zee-egel
meow	miauwen
regicide	koningsmoord
somatotropin	somatotrofine
paganism	paganisme
tourist	toeriste
alfalfa	luzerne
clinical	klinisch
frigate	fregat
Frank	Ripuarisch
crusader	kruisridder
Knight Templar	tempelridder
Philistine	Filistijn
velvety	fluweelzacht
synthesize	synthetiseren
surface of revolution	omwentelingslichaam
husbandry	veeteelt
surname	Mokveld
ineffective	ineffectief
Kazakh	Kazach
frigate bird	fregatvogel
seabird	zeevogel
Serb	Serviër
fire	brandstichten
Dalmatia	Dalmatiër
ass	steenezel
psychological	psychologisch
psychical	psychisch
Georgian	Georgisch
renew	hernieuwen
neighboring country	buurland
fight	fittie
kingship	koningschap
Georgian	Georgiër
anarchism	anarchisme
saving-stamp	spaarzegel
finger ring	vingerring
affix	zegelen
fire-proof	vuurvast
Vlaams	Oost-Vlaams
card game kwartet	kwartetten
thinking error	denkfout
royal	konings
theorem	theorema
Assamese	Assamees
perverse	pervers
Luxemburg	Luxemburger
show up	opdagen
oak tree	eikenboom
nut tree	notenboom
unpleasant	akelig
beat	klooien
flattery	geflikflooi
root	wroeten
teasing	geplaag
beam	glunderen
moorhen	waterhoen
child prodigy	wonderkind
acrylic acid	acrylzuur
sulfuric acid	zwavelzuur
pointed cap	puntmuts
idealism	idealisme
parasitic worm threadworm	aarsmade
turn	kietelbeurt
pregnant	zwanger
pregnant	in verwachting
as follows	als volgt
comatose	comateus
coenzyme	co-enzym
column	cursiefje
mind-numbing	geestdodend
sneaky	gluiperig
ministate	ministaat
sovereign	soeverein
illuminate	belichten
humoristic	humoristisch
gradation	gradatie
compete	wedijveren
diplomatic	diplomatiek
reach	geraken
monk	monnikskap
questionable	vragelijk
constituency	kiesdistrict
body language	lichaamstaal
pose	lichaamshouding
interior	binnenlands
artificial leg	kunstbeen
Sublime Porte	Hoge Porte
tittle	tittel
qualifying round	voorronde
summoned	gedaagde
knavish rogue	vlegelsman
allotment	verlening
leatherette	skai
foutmarge	foutenmarge
margin of error	foutmarge
strive	streven
defective	ondeugdelijk
duty roster	dienstrooster
promise	toezeggen
leaseholder	pachter
exploitation	exploitatie
exploit	exploiteren
zogenaamd	z.g.
deputed	gedeputeerd
remain in office	aanblijven
savings account	spaarrekening
marginal	marginaal
depressing	treurigmakend
disorderly mess	warboel
inside	inlegzool
male	jazzzanger
female	jazzzangeres
gypsy family	zigeunerfamilie
neither	evenmin
square root	vierkantswortel
disastrous	desastreus
rejected	afgekeurd
gamble	gokken
culminate	culmineren
yellow press	boulevardpers
scandalous	scandaleus
perverse	liederlijk
devoid	berooid
combination	combinatie
usual given name	roepnaam
butter up	flikflooien
in the meantime	onderwijl
rush	snellen
obligation	verbintenis
rake	losbol
grand duchess	grootvorstin
soapberry	zeepboom
lexicography	lexicograaf
whip	janhaver
common man	janhagel
lelijk eendje	lelijk eendje
gambling debt	gokschuld
gambling joint	goktent
fuck	kontneuken
spanker	kontekletser
rain noisily	kletsregenen
wine trader	wijnhandelaar
first floor	begane grond
merited	verdiend
undertaker	doodbidder
anthology of poems	dichtbundel
crease	plooi
pleat	plooien
wide smile	grimlach
cynical	cynisch
sandbag	zandzak
disappearance	verdwijning
bust	borstbeeld
tendency towards depression	depressiviteit
environmental pollution	milieuvervuiling
peak	pieken
insanity	dolheid
churchgoer	kerkganger
amazing	gaande
closet	bedstee
biographer	biograaf
become lost	teloorgaan
loss	teloor
amortize	uitdelgen
liar	lieger
inside pocket	binnenzak
ripen	rijpen
domestic	huiselijk
handwriting	handschrift
unusual	ongebruikelijk
bruiser	krachtpatser
peel	schillen
pocketknife	zakmes
eenenveertigste	41e
forty-first	eenenveertigste
anyhow	trots dat
aan	refereren
Babylonian	Babylonisch
ziggurat	ziggoerat
walk back	teruglopen
undivided	ongedeeld
legislation	kiesrecht
beloved son	zoonlief
adoptive son	adoptiefzoon
adoptee	geadopteerde
adoptive parent	adoptieouder
parental duty	ouderplicht
Gerardus	Gradus
retractable roof	schuifdak
adoptive	adoptief
goy	gojs
goy	gojims
gentile	goj
princely	grootvorst
Leiden	Leids
donkey	ezelsoor
pluck	tokkelen
talus	bikkel
Cyclades	Cycladen
cardinalate	kardinaalschap
novel	stationsroman
tribal elder	stamoudste
unit	intensive care
raise	grootbrengen
Central America	Centraal-Amerika
Latin America	Latijns-Amerika
crane operator	kraanman
combustion chamber	verbrandingskamer
Gold Coast	Goudkust
gold prospector	goudzoeker
goldmine	goudmijn
gold fever	goudkoorts
feverish	koortsig
feverous	koortsachtig
fever	koortslijder
loaded	schatrijk
fortunate	gefortuneerd
vestal virgin	vestale
tributary	schatplichtig
New Caledonia	Nouméa
rajah	radja
married	echtman
rich	rijkaard
richly endowed	rijkbedeeld
sailor	janmaat
cook	koksmaat
landrace	landras
bedouin	bedoeïen
water bearer	waterdrager
pregant	veulendragend
stiff	stokstijf
roster	uurrooster
bankruptcy	faillissement
Groningen	stadjer
hieroglyph	hiëroglief
millstone	maalsteen
béarnaise sauce	béarnaise
millstone	molensteen
washbasin	wastafel
damask	damassé
Spain	Mérida
razor-sharp	vlijmscherp
sharp	vlijm
damask	damast
damask	damastachtig
funeral director	begrafenisondernemer
pile	brandstapel
illegal garbage dump	sluikstort
dispose	sluikstorten
ninefold	negenvoudig
singular	enkelvoudig
dreamer	dromer
chore	akkefietje
posthumous	postuum
trial balloon	proefballon
hussar	huzaar
centime	centiem
cetology	cetologie
unmarried	ongetrouwd
bipod	tweevoet
mouse mat	muismat
triad	trits
biped	tweevoeter
two feet	tweevoets
bipedal	tweepotig
bipedal	tweevoetig
head of state	interrex
portable puppet theatre	poppenkast
denounce	verklikken
dress up	uitdossen
inner cabinet	kernkabinet
cartilage	kraakbeen
county	Côte d'Or
charivari	ketelmuziek
house of correction	verbeterhuis
incorrigible	onverbeterlijk
hateful	hatelijk
corrector	correcteur
runaway	op hol
core	holst
consent	toestemmen
direct	dirigeren
cork	kurken
formalism	formalisme
plat du jour	dagschotel
daily pay	dagloon
dayworker	dagloner
infantry	voetvolk
foot soldier	voetsoldaat
infantry	infanterie
diphthong	tweeklank
speech	dankwoord
ranking	ranglijst
wage-sheet	loonlijst
search warrant	huiszoekingsbevel
Aad	Aadje
hermeneutic	hermeneutisch
immature	melkmuil
milkman	melkman
talkative	pratatief
saver	spaarder
box	oorvijg
box	oorvegen
parenthesis	parenthese
register	registrator
registration	registratie
love	knapenliefde
pederasty	knapenschennis
lese majesty	majesteitsschennis
leftover	nagras
official language	bestuurstaal
Greenlandic	Groenlands
given name	meisjesnaam
surname	familienaam
family name	geslachtsnaam
baptismal name	doopnaam
personal name	persoonsnaam
given name	jongensnaam
pet name	vleinaam
remote	afgelegen
Siberia	Siberië
second name	tweede naam
middle name	middelnaam
full name	naam voluit
meteorite	meteoriet
devastation	verwoesting
Amsterdam	Nieuw-Amsterdam
Netherlands	Amstel
Amstel	Amstels
epic	heldendicht
heroic deed	heldendaad
cat	miauwerik
meow	gemiauw
hellspawn	hellegebroed
simply	domweg
error report	foutenrapportage
chicken fillet	kipfilet
penis	plompzakken
immediately	per omgaande
tone of voice	stemgeluid
word category	woordgroep
pry	wrikken
rustic	rustiek
working animal	werkdier
rider	berijder
Black Forest	Zwarte Woud
black magic	zwarte magie
plowboy	ploegjongen
beep	bieper
beep	opbiepen
East	Oosten
dalmatic	dalmatiek
Ripuarian	Ripuariër
Old Norwegian	Oudnoors
montage compose	beeldmontage
neighborhood	nabuurschap
neighbour	nabuur
Dalmatia	Dalmatië
Dalmatian	Dalmatisch
weather forecast	weersverwachting
expletive	krachtterm
holder	retentor
climb	klauteren
minor crisis	crisette
nervous breakdown	zenuwinstorting
Aargau	Habsburg
wet dream	natte droom
dominate	overheersen
smooth	gesmeerd
fluvioglacial	fluvioglaciaal
tea vendor	theeventer
pointy shoe	puntschoen
legislator	wetgever
bumbler	stuntel
peasantry	boerenstand
euphemistic	verbloeming
Indian cobra	brilslang
venomous snake	gifslang
derde stand	derde stand
paternalism	paternalisme
aristocracy	adelstand
aristocracy	aristocratie
mournful colour	rouwkleur
legislate	wetgeven
construction business	bouwvak
construction technique	vakwerk
plaster	pleisterwerk
aquatic bird	watervogel
jinx	pechvogel
jinx	ongeluksvogel
mason	vogeldrager
load	lastdrager
Charente-Maritime	Saintes
canine pet	schoothond
problem child	zorgenkind
shoemaker	schoenmaker
sprout	spruiten
catastrophic	catastrofaal
ukase	oekaze
dwarf star	dwergster
galaxy	melkwegstelsel
Ukraine	Oekraïner
plant	wildeling
villager	dorpeling
encrypt	versleutelen
Prague	Praags
marine	jantje
fruit	zeepbes
fruit	zeepnoot
fruit	zeep-appel
apple	eetappel
apple	kookappel
checkered pattern	ruitjes
expenses	tering
inspirer	inspirator
egg timer	zandloper
marine animal	zeedier
serve	opdienen
appetite	eetlust
donk	van der Asdonk
aniseed	muisje
Maria	Miek
hypocoristic	Marietje
lend out	uitlenen
disrupt	ontregelen
clitoridectomy	clitoridectomie
female cleaner	kuisvrouw
team	kuisploeg
adversary	tegenploeg
storage	opslag
haphazardly	lukraak
acrophobia	acrofobie
double	looppas
Porphyrio porphyrio	sultanshoen
bullshit	lulkoek
homage	leenhulde
feudal lord	leenheer
knightly	baanderheer
Panama Canal	Panamakanaal
Panamanian	Panamees
punishment	afstraffing
monkey business	apenstreek
earphone	oortje
monastic order	kloosterorde
monastic community	kloosterling
big	grootstad
property	leengoed
feudal law	leenrecht
middle	middel-
Aesculapius	Esculaap
physician	esculaap
drinking straw	drinkrietje
Katangese	Katangees
rajah	radjah
fiscality	fiscaliteit
fiscality	belastingen
taxable	belastbaar
whine	janken
Agrimonia	agrimonie
serf	lijfeigene
serfish	lijfeigen
physical preservation	lijfsbehoud
departed	aflijvig
depart	aflijven
Texan	Texaan
spare part	wisselstuk
coin	muntstuk
Papua New Guinea	Papoea-Nieuw-Guinea
Saudi Arabia	Saudi-Arabië
cotyledon	cotyledo
marine fish	zeevis
chronic	maanoog
Pyrenees	Béarn
peanut	pinda
Marxism	marxisme
male child prodigy	wonderknaap
-ty	-tig
titular	titulair
damask rose	damastroos
rosewater	rozenwater
scented watery liquid	reukwater
exceptional strength	superkracht
trial	krachtproef
Biblical patriarch	aartsvader
patriarchal	aartsvaderlijk
ancestral	voorvaderlijk
little owl	steenuil
terrestrial animal	landdier
aquatic animal	waterdier
fricative	fricatief
fricative	wrijfklank
cheese	kwark
homonym	naamgenoot
Muntiacus	muntjak
fellow	lotgenoot
bedfellow	bedgenoot
brownish	bruinachtig
Christmas tree	kerstboom
rutabaga	koolraap
table companion	disgenoot
bayard	voskleurig
Micronesian island state Marshall Islands	Marshallees
glottal stop	glottisslag
talk	kout
enter	binnengaan
cardiologist	cardioloog
mathematician	mathematicus
hairpiece	haarstuk
thankfulness	dankbaarheid
blue whale	blauwe vinvis
garment	kledingstuk
Sorbian	Sorbisch
complicated	gecompliceerd
favourite	lievelings-
botanic garden	botanische tuin
core	klokhuis
calf	kalverkop
marginality	marginaliteit
diminutive	Goedele
tripod	drievoet
diminutive	Goele
diminutive	Lieve
diminutive	Veerletje
diminutive	Basiel
cow	koevoet
footwork	voetenwerk
diminutive	Renaat
foot kiss	voetkus
honorary member	erelid
honorarium	ereloon
week	weekloon
soprano	sopraan
dermatologist	huidarts
personal physician	lijfarts
cause	doodsoorzaak
death's-head	doodshoofd
headgear	hoofddeksel
quotation mark	aanhalingsteken
orders	gebieder
usefulness	bruikbaarheid
sisterhood	zusterschap
camouflage	camoufleren
bassoonist	fagottiste
uncork	ontkurken
attraction	vauxhall
ordered sequence	rangorde
countable	telbaar
uncountable	ontelbaar
viola	altviool
house-search	huiszoeking
Walloon	Waals
obesity	obesitas
lipstick	lippenstift
lenient	genadig
orbital	orbitaal
bruise	kneus
ingratitude	ondank
thankless	dankloos
ungrateful	ondankbaar
watchtower	wachttoren
sentry-box	wachthuisje
confessional chair	biechtstoel
skate	schaatsen
painter	huisschilder
ballpoint pen	balpen
pant	hijgen
mountain	bergrug
guttural sound	keelklank
gullet	keelgat
nasal bone	neusbeen
boomerang	boemerang
gonorrhée	gonorroe
nasal passage	neusgang
turpentine	terpentijn
take	ontnemen
lifeboat	reddingsboot
affricate	affricaat
Bavarian	Beiers
ballgame	balspel
Sicilian	Siciliaans
ballgame	ballenspel
ball boy	ballenjongen
male apprentice	leerjongen
