all	विश्व
large	विपुल
vessel	चमू
aparigraha	अपरिग्रह
pratyahara	प्रत्याहार
cold	पीनस
cold	प्रतिश्याय
eternal	सनातन
belonging	कालीन
old	सनक
relating	-ईन
belonging	कुलीन
practicable	कल्प
sixteenth	कलिका
breathing	प्राणिन्
possessing	-इन्
relating	-ईण
cause	आपयति
reproach	उपालम्भ
almond	नेत्रोपम
almond	ईषद्वीर्य
womb	यौन
consonant	सं-
agitated	सम्
with	सम्-
संकल्प	संकल्पः
संकल्प	संकल्पौ
संकल्प	संकल्पयोः
संकल्प	संकल्पान्
संकल्प	संकल्पानाम्
संकल्प	संकल्पेषु
संकल्प	संकल्पम्
संकल्प	संकल्पेन
संकल्प	संकल्पाय
संकल्प	संकल्पात्
संकल्प	संकल्पस्य
संकल्प	संकल्पे
who	कः पुनर्
hungry	बुभुक्षित
desire	बुभुक्षा
guide	संचालक
leader	संचारक
तैल	तैलम्
kiss	चुम्बति
bye	पुनर्दर्शनाय
remoteness	दूरता
remoteness	दूरत्व
innumerable	असङ्ख्येय
lovely	असेचन​
knowing	दर्शन​
bill	प्राप्यक
reach	प्राप्य
sharp	तेजस्विन्
protected	त्राण
instrument	खनित्र
Bhagadatta	भगदत्त
match	आजि
define	क्रियाविशेषण
existing	काल्पनिक
element	आकाशधातु
today itself	अद्यैव
six	षाण्मासिक
Jainist	आजिवीके
preparation	अञ्जनरस​​
period	षण्मास
winning	जित
giver	दामन्
English	आङ्ग्ल
fruit	आत्मगुप्तफल्
velvet bean	आत्मगुप्ता
self	आत्मभाव​
contrast	भेद​
chapter	आत्मवर्ग
swimming pool	तरणताल
Hindu saint	जाबालिपुर
opulent	धनाढ्य
mindfulness	आनपानस्मृति
shoe	पादत्राण
तैल	तैलेन
तैल	तैलाय
तैल	तैलात्
तैल	तैलस्य
तैल	तैले
cruelty	क्रौर्य
wildlife sanctuary	अभयारण्य
desire	असंकॢप्त
marking nut	भल्लातक
culmination	अतिभूमि
lapse	अतिपात
calamity	अत्याहित
regret	अनुताप
अधि	अधिगच्छति
knot	ग्रन्थि
weapon	आयुध
snake charmer	आहितुण्डिक
eclipse	उपराग
breath	असु
discomfort	अस्वास्थ्य
occurrence	आपतन
pregnant woman	आपन्नसत्त्वा
out	बहिस्
consonant	बहिष्
vowel	बहिर्
Vachellia nilotica	दृढबीज
ninety-six	षण्णवति
possessing wealth	धनिन्
relating	हार्द
even now	अद्यापि
sapless	असार
consonant	बहिः
colouring	रङ्गिन्
jeweller	मणिकार
Vedanta	वेदान्त
dance	नाट्य
turmeric	हलदी
assassinatress	विषकन्या
girl	योषित्
acquisition	प्रयुज्
doubt	संशय
sport	क्रीडक
female player	क्रीडिका
squirrel	वृक्षशायिका
playground	क्रीडाङ्गन
perplexity	लोभ
herb	बज
tree	वेट
bodiless	अनङ्ग
abdominal lock	उड्डीयानबन्ध
covered	नागिन्
fungus	क्याकु
cloud	कद
fibrous	शिफा
Frankish	फिरङ्गिन्
anointing	अभिषेक
sprinkling	सेक
Abhinavagupta	अभिनवगुप्त
recognition	अभिज्ञान
Europe	फिरङ्ग
species	कश
gender	लैङ्ग
female teacher	शिक्षिका
female doctor	चिकित्सिका
causeless	निष्कारण
causelessly	निष्कारणम्
burning	दाह
burning	विदाह
caustic potash	विदाहक
roof	छद्मन्
burn	दह्
manhood	पौंस्य
bicycle	द्विचक्रिका
river	यव्या
love	कामकेलि
purificatory	शोधक
preliminary	पूर्वपदप्रधान
architect	विश्वकर्मन्
spine	मेरुदण्ड
backbone	कषेरुका
go	समि
winning	धनंजय
pajamas	पादांशुक
female labourer	श्रमिका
patience	क्षान्ति
humility	अमानित्व
child	बालकेलि
child	बालक्रीडा
bend	अञ्च्
letter	रकार
eventide	सायंकाल
evening	सायम्
smear	संदिह्
hardness	कठिनत्व
throwing	समास
tablet	पट्टिका
sin	रोध्र
roof	छदि
roof	छदिस्
haste	त्वरि
quickly	त्वरितरम्
husband	दम्पती
earth	भूप
wholesome	शंतनु
anoint	दिह्
dirty	मलिन
motion	प्रेषित
go	प्रेष्
honoured	अर्हित
act	प्रेषण
muchness	बहुता
fainted	मूर्छित
become solid	मूर्छ्
great elephant	महागज
mythical elephant	दिक्करिन्
trunk	करिन्
great cliff	कन्दरा
great cliff	कन्दर
fainting	मूर्छा
Duryodhana	दुर्योधन
pull	व्यायम्
stretch	आयम्
force	हठेन
forced Yoga	हठयोग
dwelling together	सहवास
harm	रक्षस्
wave	अर्णव
low	नीच
relating	शाक्त
crusher	पराशर
crush	पराशॄ
crush	शॄ
brown	कद्रु
spring season	वसन्तर्तु
letter	ऋकार
letter	इकार
letter	फकार
letter	पकार
letter	बकार
letter	षकार
heat	उष्णता
receipt	प्राप्तिका
small	क्षुल्ल
small	क्षुल्लक
bus	बसयान
car	कारयान
time	अधुना
bind	संयुज्
pounded	क्षुण्ण
old	सना
placing	उपधान
cushion	पादोपधान
plough	हल्
near	आधान
Moringa oleifera	शिग्रु
growing up	संवर्धन
lumps	गुड
burp	ऊर्ध्ववायु
palm	हस्ततल
hell	तलातल
bottomless	अतल
overflow	यादस्
embellishment	शब्दालंकार
writer	आलंकारिक
embellishment	अर्थालंकार
enough	अलम्
beautifully adorned	साध्वलंकृत
adorned beautifully	स्वलंकृत
adorned well	समलंकृत
adorned	अभ्यलंकृत
procure	अर्ज्
admit	उपार्ज्
gone	यात
act	भरण
sustain	यम्
stretching	आयाम
sexual intercourse	याभ
pupil	छात्त्र
crooked	वङ्क्य
collectively	समासेन
going crooked	वङ्कु
curse	शप्
raft	तरण
large black bee	द्विरेफ
laughing	हास
penis	मेण्ढ्र
sexual intercourse	ग्रामचर्या
gold	हिरण
prison	कारा
chewing	खादन
mine	खानि
-er	-कारिन्
executes order	आज्ञाकारिन्
chase	आखेट
sport wantonly	खुद्
strike	खिद्
tooth brushing	दन्तघर्षण
toothbrush	दन्तकूर्च
storeroom	कूर्च
childish	शैशव
boyhood	बाल्य
Kashmir	कश्यपमीर
living	काश्मीर
copper	ताम्रमुख
deep	भारिन्
firefly	खद्योत
day	पूर्णमास्
subordinate	अनुक
borne	सोढ
load	भारिक
restrainer	वारक
opposer	वारकिन्
limb	गात्र
threatening	भर्त्सन
menace	भर्त्स्
threatener	भर्त्सक
pond	अनूप
weapon	शम्ब
wood	अरणि
play	खेला
shake	खेल्
hunter	आखेटक
planet	खेट
terrified	खिट्
receptacle	धारक
stretch	आञ्छ्
stretching	आञ्छन
stretched	आञ्छित
portion	भूभाग
stupefying	मूर्छन
mark	लाञ्छ्
marked	लाञ्छित
mark	लाञ्छन
entrails	कोष्ठ
belonging	दैत्य
fat	प्यान
grow	प्यै
thrive	प्यायन
fat	प्यायित
drink	पी
swelling	पीन
post	करिबन्ध
frontal globe	करिकुम्भ
pearl	करिमुक्ता
flag	करिवैजयन्ती
elephant	करिक
fragrant powder	करिकुसुम्भ
lion	करिमाचल
young elephant	करिज
elephant	करिदन्त
keeper	करिप
lion	करिदारक
way	करिपथ
young elephant	करिपोत
particular position	करिहस्त
large elephant	करीन्द्र
young elephant	करिशावक
herd	करिस्कन्ध
fabulous monster	करिमकर
excellent elephant	करिवर
roaring	करिगर्जित
coitus	करिरत
hippopotamus	करियादस्
wood	करिमण्डित
plant	करिपत्त्र
elephant	करिचर्मन्
sting	अल
large black bee	अलिन्
boy	बटु
breathing out	उच्छ्वास
moment	इदानीम्
time	एतत्कालम्
certain time	कालम्
like	यादृश्
like	यादृश
snore	आरिफ्
utter	अवरिफ्
guttural roll	रिफित
large black bee	द्विर
together	साकम्
young	बालिश
hunger	क्षुधा
led	विनीत
light	ज्योतिस्
shine upon	ज्युत्
shine	द्युत्
lightning	तडित्
lightening	तलित्
cruel	कठिनचित्त
cruel	कठिनहृदय
tortoise	कठिनपृष्ठ
tortoise	कठिनपृष्ठक
asked	पृष्ट
hiccup	हिक्का
hiccup	हेक्का
hiccup	हिक्किका
hiccup	हिक्वा
hiccup	हिक्क्
hiccup	हिक्कित
suffering	हिक्किन्
fixed	आसक्त
go	सञ्ज्
beat	तड्
closely attached	संलग्न
act	संलक्षण
ape	किट
go	किट्
strong	वीळु
strong	वीडु
cricket	फडिङ्गा
render	प्रतिमन्
evil spirit	हीक
activity	यत्न
place	यत्
attic	अट्टालिका
abhyanga	अभ्यङ्ग
restraining	यन्तृ
different mark	विलक्षण
reddish	पिङ्गल
reddish	पिञ्जर
that	अदस्
comb	कङ्कत
fixed	तलित
cutting	परिच्छेद
mythical	किंनर
mongrel	किम्पुरुष
order	कुशलेन
species	उण्डुक
unimpeded	अयुत
rasgulla	रसगोल
Kartika	कार्त्तिक
woman	सूतिका
lying-in chamber	सूतिकागार
lying-in chamber	सूतिकागृह
live	कठ्
Ziziphus mauritiana	बदर
divine mustard	देवसर्षप
sip	चम्
removing	ऊह
scratching	खर्जु
agitated	क्षुब्ध
strange	अरण
formless	आरूप्य
udder	बर्जह
nipple	बर्जह्य
far away	दविष्ठम्
ram	वृष्णि
bright	शोच्यते
blood	आर्यवंश
rainy season	प्रावृष्
rained	वृष्ट
rained upon	अभिवृष्ट
guiding	संवहन
year	संवत्सर
road	अध्वन्
dived	गाढ
dreadful	विकट
unaccomplished	विकृत
bear	भल्लूक
leopard	तीक्ष्णदंष्ट्रक
generous	मीढ्वस्
most liberal	मीळ्हुष्टम
most liberal	मीढुष्टम
rib	पृष्टि
both	अभितस्
-ness	-ति
break	भञ्ज्
well	सुसज्जित
fastened	सज्जित
cling	सज्ज्
waist	कटि
trembling motion	कम्प
trembling	कम्पन
tremble	कम्प्
trembling	कम्पित
diver	मद्गु
Jesus Christ	मरीयमिपुत्र
Jesus Christ	मरीयमि
cover	मुद्ग
bad	दुर्मनस्
curativeness	भैषज्य
sexual intercourse	औपस्थ्य
-er	-अक
breaking	भञ्जक
over	उद्-
taking away	आहरण
coitus	अङ्गसङ्ग
dark	तमस्वत्
desire	कान्ति
pleasant fragrant smell	सुगन्ध
bad	दुर्गन्ध
sunlight	सूर्यकान्ति
prosperity	सम्पत्ति
going	क्रान्ति
morning	प्रातर्
bending	नति
-ed	-त
bent	नत
morning	प्रातःकाल
breathe hard	उच्छ्वस्
blowing	श्वसन
Hindu	हिन्दु
plant	वीरुध्
India	हिन्दुस्थान
aubergine	वङ्गन
act	अङ्गन
dwarfish	वामन
coloured	रञ्जित
bend upwards	उन्नम्
distinguish	संलक्ष्
desirous	माङ्गलिक
before	पुरा
supreme	सम्राज्
hither	लोल
indifferent	उदासिन्
stand erect	हर्षित
winter	हेमन्
firefly	ज्योतिरिङ्गण
shaking	इङ्गन
belonging	दाक्षिण्य
intoxicating	मदिर
union	युक्ति
relating	माण्डलिक
group	मण्डलिका
kind	बर्बटी
exchange	निमय
goat	बस्त
hurt	प्रताडित
Hindi	हिन्दीम्
Hindi	हिन्द्या
Hindi	हिन्द्यै
Hindi	हिन्द्यास्
Hindi	हिन्द्याम्
grandson	आर्द्र
drinking	मद्यपान
illness	यक्ष्म
belonging	आर्तव
gleam	व्युष्टि
bone	अस्थन्
yellowish	शष्पिञ्जर
yellowish	सस्पिञ्जर
step	क्रमण
sticking	सङ्ग
incivility	अदाक्षिण्य
female divinity peculiar	विद्यादेवी
lunar	चान्द्र
going	वीचि
going aside	वीचिस्
liberation	विसर्ग
suspended	शिक्याकृत
loop	शिक्य
cord	शिच्
anxiety	औत्सुक्य
skill	चातुर्य
stomach	जठर
tying together	संग्रन्थन
tying together	संग्रथन
tying	ग्रथन
arranged	आकृत
fall	पत्
read	पठ्
facing	सम्मुख
beautifully adorned	सुसंस्कृत
maid	सेविका
without	अमनस्
shake	क्षुभ्
breaking	लोप
sticking	लिप्त
without	अप्रतिम
even	युग्मन्
habitable	क्षेम
uppermost	उपम
yellow	पिङ्ग
arrive	आयत्
gout	पादशोथ
attach	संलग्
put together	संस्कृ
untold	अकथित
slight contact	दुःस्पृष्ट
strong	वीड्
touched	स्पृष्ट
rasgulla	रसगोलक
having	-उ
penis	कामलता
breathed	श्वसित
horse gram	कुलत्थ
horse gram	कुलत्थिका
horse gram	कुलत्थक
relating	कालिय
expelled	ज्योगपरुद्ध
long time	ज्योक्
love	प्रेमन्
burst	स्फुटति
cause	स्फोटयति
bursting	स्फोट
bowed	नमन
barking	बुक्कन
bark	बुक्क्
act	लयन
Sun	पूषन्
dig	खनक
utter	खणखणाय
separation	विभजन
soup	मुद्गौदन
desire	लुभ्यति
cause	लोभयति
desirous	लुब्ध
taking hold	आलम्भ
finding	लम्भ
greedy	लोभिन्
breaking	भञ्जिन्
fracture	अस्थिभङ्ग
thigh	सक्थि
fruitfulness	साफल्य
opponent	अप्रति
diamond	हीरक
ankle	पादग्रन्थि
best	पुरुषोत्तम
desire	शिशयिषा
deceitful	द्रोघ
half	अर्धक
alone	देवतासहायिन्
kindle	छृद्
expulsion	छर्दि
distinguish	विशिष्
almost	नोद्
cooked	पक्व
action noun	-अ
cooking	पक्ति
cook	पक्तृ
brilliancy	चन्द्रकान्ति
throw	अस्यति
throw	प्रास्यति
kissing	चुम्बा
casting	प्रास
greed	गृद्धि
whirlwind	वायुमण्डल
separated	वियुत
auspicious	भल्ल
cry	क्रन्दन
optional	वैकल्पिक
optionality	वैकल्पिकता
optionality	वैकल्पिकत्व
bowing	विनति
washed	क्षालित
washed	प्रक्षालित
washing	क्षालन
seed	बैजिक
borne	वह्य
flown	डीन
laughing	जज्झती
penis	आनन्ददत्त
excrement	लेण्ड
desire	शुश्रूषा
wrist	मणिबन्ध
excessively dirty	मलीयस्
coming	आगामिन्
measurable	मेय
stepmother	विमातृ
object	भोगवस्तु
satisfaction	तुष्टि
bound	बद्धक
violent anger	प्रकोप
act	आलिङ्गन
act	लिङ्गन
go	लिङ्ग्
father	पितृष्वसृ
father	पितुःष्वसृ
satisfaction	तोष
yellow colour	हरिमन्
glans penis	लिङ्गाग्र
bought	क्रीत
Islam	इस्लामधर्म
light	उल्लास
hotr	वषट्
Ramadan	रमजान
Ramadan	रमजानमास
Islam	यवनधर्म
Islam	मुस्लिमधर्म
lord	प्रजेश
leaf	पलाश
box	मञ्जूषा
deeply versed	निष्णात
female imp	डाकिनी
epithet	पुरंदर
braided	कपर्दिन्
forming	प्रातिपद
unchaste	शिश्नदेव
well	संस्कृतज्ञ
testicles	साण्ड
egg	आण्ड
thrilled	पुलकित
castrated	वध्रि
Bhagavad Gita	भगवद्गीता
standing apart	विष्ठित
absorbed	तल्लीन
exhaustion	ग्लानि
Dharma	ಗ್ಲಾನಿ
wisdom	पण्डा
regret	आत्मग्लानि
co-sister-in-law	याता
speak	बोल्लक
dawn	व्युष्
married	परिणीत
lead	परिणी
shrivatsa	श्रीवत्स
act	परिणीति
spaciousness	वैपुल्य
massage	अङ्गमर्दन
resurrection	मृतोत्थान
entered thoroughly	समाविष्ट
Lawsonia inermis	मेन्धिका
henna	मेन्धी
great talker	बहुबोल्लक
entered	आविष्ट
entered	विष्ट
drive	आविश्
enter	समाविश्
taken	लब्ध
consonant	𑆖
watery	उदन्य
consonant	𑆗
consonant	𑆘
consonant	𑆙
consonant	𑆚
consonant	𑆛
consonant	𑆜
consonant	𑆝
consonant	𑆞
consonant	𑆟
consonant	𑆠
clever	धीवर
consonant	𑆡
consonant	𑆢
consonant	𑆣
consonant	𑆤
spring	उत्स
consonant	𑆥
consonant	𑆦
consonant	𑆧
consonant	𑆨
consonant	𑆩
consonant	𑆪
consonant	𑆫
consonant	𑆬
consonant	𑆭
consonant	𑆮
consonant	𑆯
consonant	𑆰
consonant	𑆱
consonant	𑆲
frenzy	प्रणयोन्माद
vowel	𑆃
vowel	𑆄
vowel	𑆅
vowel	𑆆
vowel	𑆇
vowel	𑆈
vowel	𑆉
vowel	𑆊
battle	पृतना
vowel	𑆋
vowel	𑆌
vowel	𑆍
vowel	𑆎
vowel	𑆏
covered	आवृत
vowel	𑆐
vowel	𑆃𑆀
vowel	𑆃𑆁
vowel	𑆃𑆂
thinking	चिन्ता
fall	आपद्
restlessness	लौल्य
worldly	लौक्य
nobility	औदार्य
oneness	ऐक्य
poverty	दारिद्र्य
Agni	अनल
poverty	दारिद्र
ocean	महार्णव
possessing gold	चन्द्रिन्
relating	कौरव
pierce	व्यध्
Scythian	शकमुरुण्ड
Ushavadata	उषवदात
Ulana	उलान
fearless	निर्भय
Shiva	नीललोहित
pleasure	प्रियकारक
come	आगत
silk-cotton tree	शिम्बल
wish	बुभुक्षति
wish	शिशयिषते
wish	सुषुप्सति
desirous	बुभुक्षु
small boil	स्फोटिका
Rati	𑀭𑀢𑀺
very pleasing	सुरम्य
rock inscription	शिलालेख
president	सभापति
arranged	कॢप्त
preparation	कॢप्ति
accusative	शुश्रूषते
peppermint	अजगन्ध
reciting	वाचन
firefly	प्रभाकीट
Rudra	त्र्यम्बक
beautiful women	शोभना
beautify	शोभति
beautify	शुभ्
agitated	क्षुभित
sweated	स्विन्न
sweated	प्रस्विन्न
stale	पर्युषित
old	पर्युष्ट
bend	अञ्चति
wish	विविक्षति
martyr	हुतात्मन्
asleep	सुप्त
torn apart	विच्छिन्न
summer	ग्रैष्म
skin	त्वच्छेद
cutting apart	विच्छेद
singhara	जलकण्टक
belonging	आर्यमण
camphor	कर्पूर
sneeze	छिक्कति
made	कार्पूर
eighth	अष्टम
tired	क्लान्त
springing up	उद्वर्तन
future	भाव्य
fast asleep	सुषुप्त
cast	दीव्यति
overwhelmed	शोकाकुल
non	अवैदिक
satisfied	तृप्यति
holy	यजत
protector	त्रातृ
sapless	अरस
rejoice	माद्यति
superior	ज्यायस्
saffron	कुङ्कुम
speak indistinctly	म्लेच्छति
sorrowful	उद्विग्न
ninth	नवम
betterness	ज्यायस्त्व
Horamurṇḍaga	होरमुर्ण्डग
failed	व्यृद्ध
pierce	श्नथति
repentance	अनुशय
impotence	क्लैब्य
seventh	सप्तथ
used	यातयाम
heard	श्रावयति
monitor lizard	गोधा
boiling	क्वाथ
enclosure	प्राचीर
having lost	गतरस
unfit	अमेध्य
known	ख्यात
fart	पूतिवात
samosa	समोष
samosa	समोस
promise	पर्युषितवाक्य
eat	पर्युषितभोजिन्
fresh	अपर्युषित
tiredness	क्लान्ति
unbroken	अक्षुण्ण
unfatigued	अक्लान्त
languid	क्लान्तमनस्
cake	पौलिका
smooth	चिक्कण
injure	श्नथ्
very lustful	कामलम्पट
greedy	लम्पट
penis	पुंश्चिह्न
penis	मदनाङ्कुश
red	अरुष
wishing	चुक्षोभयिषु
contained	गर्भधारित
trot	धोरित
umbilical cord	गर्भनाडी
stem	नाडी
killer	हनन
desire	जिघांसा
carpenter	काष्ठतक्षक
wish	जिघांसति
rainy season	वर्षाकाल
headache	शिरःपीडा
turban	शिरःपट्ट
irresistible	अयोध्य
law	धर्मिन्
fond	प्रियस्वप्न
pearl necklace	मौक्तिकमाला
pearl	मौक्तिक
fabulous gem	चिन्तामणि
stronger	ओजीयस्
naked	उद्घाटिताङ्ग
strong	शक्र
pleased	प्रीत
moistened	शृद्ध
epithet	अक्षितोति
scorched	प्रत्युष्ट
state	अक्षुण्णता
having	सहस्रनेत्र
wield	वज्रहस्त
Shiva	मेढ्रज
intelligent	मेधाविन्
worship	यष्टृ
Vishnu	कृच्छ्रम्
hot	तप्त
humming	क्ष्वेडित
anger	खष्प
sky	आकाशेश
trouble	कृच्छ्र
loving	वत्सल
multiple-choice	बहुविकल्पीय​
accessible	गमनीय
-able	-अनीय
righteousness	धार्मिकत्व
chief	नायकाधिप
king	नराधिप​
fast	अचिर
Indra	सुराधिप
Indra	सुराधिपः
feces	उच्चार
dog	कुर्कुर
burnt	निष्टप्त
conversational	सांवादिक
thinking capacity	चिच्छक्ति
moment	मुहूर्त
zodiac	कौर्पि
produced	खनित्रिम
frightened	भीत
god	स्वतवस्
female friend	सुहृन्नारी
purchasable	क्रय्य
purchasable	क्रेय
paramount	अनीश
prosperity	समृद्धि
lunar	ऐन्दव
fawn	हरिण
act	वयन
golden	रौक्म
long-lasting	चिर
Ramayana	𑀭𑀸𑀫𑀸𑀬𑀡
utter	कुरति
giver	तृप्तिद
holder	गङ्गाधर
blind	अनक्ष्
someone	चान्द्रायण
facing	दिङ्मुख
goat	छगल
Indra	𑀰𑀓𑁆𑀭
firefly	𑀚𑁆𑀬𑁄𑀢𑀺𑀭𑀺𑀗𑁆𑀕𑀡
always kind	सदाशिव
abode	श्रीनिवास
holder	मुरलीधर
Indra	सुराधिपस्
smeared	रिप्त
women	सुश्रोणी
fully	परितुष्ट
coagulated milk	दधन्
Sun	सहस्रदीधिति
seeing	चक्षुस्
intoxicating	मदन
seated	सत्त
seated	निषत्त
indeed	खलु
drunk	पीत
Shiva	त्रिपुण्ड्र
Bhagadatta	𑀪𑀕𑀤𑀢𑁆𑀢
rise	रोहति
Soma	एकाह
praise	स्तोम
present	प्रत्युत्पन्न
accomplished	संपन्न
monkey	मर्कट
bitter	तिक्त
bitch	श्वानी
blamed	निन्दित
emphasis	स्म
mongoose	नकुल
join	सार्ध
jointly	सार्धम्
reflected image	प्रतिबिम्ब
white	धवल
goat	छाग
measure	अनुष्टुभ्
nocturnal emission	स्वप्नदोष
river	सरित्
work	अपस्
radiance	भर्गस्
maker	कर्तृ
sand	महीरजस्
regular	अनुलोम
crystal	स्फटिक
basket	पिटक
Durga	प्रत्यङ्गिरा
son	राजपुत्र
envy	मात्सर्य
heat	ऊष्मन्
lift	तोलयति
amulet	रक्षिका
guest	अतिथिदेव
mother	मातृदेव
father	पितृदेव
teacher	आचार्यदेव
blameless	अनेद्य
Bengal	वङ्ग
unconquerable	अयुध्य
fish	झष
gold	स्वर्ण
phlegm	श्लेष्मन्
intention	उद्देश
cumin	जीरक
symbol	चिह्न
laugh	आह्लाद
terrific	भयङ्कर
such	तथागत
like	सदृक्ष
shining	रोचन
sun	विरोचन
pertaining	वैरोचन
alike	सदृश्
like	सदृश
black pepper	मरीचम्
disciple	श्रावक
Bhaiksuki	भैक्षुकी
waveless	अवीचि
tusked	दन्तावल
loose	शिथिर
resting	शवासन
Diwali	दीपोत्सव
knee	ज्ञु
non-destruction	अविनाश
तन्मात्र	महाभूत
शब्द	तन्मात्र
meditation	निदिध्यासन
atonement	प्रायश्चित्त
Five Precepts	पञ्चशील
Rama	रामराज्य
front	पुरतस्
ready-handedness	लघुहस्तता
undrinkable	अपेय
vomit	वम्
drink	सम्पीति
